title,pubDate,guid,link,description
Bridgerton: South Asian faces on TV 'makes me happy',"Tue, 22 Mar 2022 01:18:16 GMT",https://www.bbc.co.uk/news/entertainment-arts-60819829,https://www.bbc.co.uk/news/entertainment-arts-60819829?at_medium=RSS&at_campaign=KARANGA,"The casting in Bridgerton's second season is opening up an important conversation, aspiring actors say."
War in Ukraine: Protesters in Kherson appear to make Russian truck reverse,"Mon, 21 Mar 2022 09:27:25 GMT",https://www.bbc.co.uk/news/world-europe-60819031,https://www.bbc.co.uk/news/world-europe-60819031?at_medium=RSS&at_campaign=KARANGA,Footage shows civilians protesting against Russian occupation in Kherson on Sunday.
E-waste: Royal Mint wants to turn your old phone into gold,"Mon, 21 Mar 2022 00:01:51 GMT",https://www.bbc.co.uk/news/uk-60796417,https://www.bbc.co.uk/news/uk-60796417?at_medium=RSS&at_campaign=KARANGA,"The Royal Mint has found a way to turn old circuit boards from phones, computers and televisions into gold."
David Beckham hands Instagram account to Ukrainian doctor,"Mon, 21 Mar 2022 09:17:49 GMT",https://www.bbc.co.uk/news/uk-60819009,https://www.bbc.co.uk/news/uk-60819009?at_medium=RSS&at_campaign=KARANGA,Ex-footballer says he wants to highlight work being done by medical professionals in the conflict.
Why is petrol so expensive and what is fuel duty?,"Mon, 21 Mar 2022 19:42:59 GMT",https://www.bbc.co.uk/news/business-52188448,https://www.bbc.co.uk/news/business-52188448?at_medium=RSS&at_campaign=KARANGA,UK fuel prices are at record highs and there are calls for the government to act.
Where in the UK still has Covid restrictions?,"Mon, 21 Mar 2022 10:01:07 GMT",https://www.bbc.co.uk/news/explainers-52530518,https://www.bbc.co.uk/news/explainers-52530518?at_medium=RSS&at_campaign=KARANGA,Almost all of the UK's Covid rules will have been lifted when Wales ends its legal restrictions.
Evangelicalism & Brazil: The religious movement that spread through a national team,"Tue, 22 Mar 2022 00:01:04 GMT",https://www.bbc.co.uk/sport/football/60483820,https://www.bbc.co.uk/sport/football/60483820?at_medium=RSS&at_campaign=KARANGA,"Evangelicalism within Brazil's national football team has been on the rise, mirroring a wider trend across the country."
Asakaa: How drill music found a new home in Ghana,"Tue, 22 Mar 2022 00:28:42 GMT",https://www.bbc.co.uk/news/world-africa-60794059,https://www.bbc.co.uk/news/world-africa-60794059?at_medium=RSS&at_campaign=KARANGA,"Asakaa, or Ghana drill, is the latest hot sound from Africa, following the global success of Afrobeats."
Just Stop Oil: Why protesters are tying themselves to goalposts,"Mon, 21 Mar 2022 12:37:48 GMT",https://www.bbc.co.uk/news/newsbeat-60795041,https://www.bbc.co.uk/news/newsbeat-60795041?at_medium=RSS&at_campaign=KARANGA,Football matches recently have been disrupted by activists who have crashed the pitch.
Centricus funds new bid for Chelsea as Candy increases offer,"Mon, 21 Mar 2022 18:26:22 GMT",https://www.bbc.co.uk/sport/football/60823017,https://www.bbc.co.uk/sport/football/60823017?at_medium=RSS&at_campaign=KARANGA,"British investment firm Centricus says it wants to ""maintain and support existing management"" in bid to buy Chelsea."
Anderson has 'made peace' with England omission,"Mon, 21 Mar 2022 22:42:09 GMT",https://www.bbc.co.uk/sport/cricket/60829069,https://www.bbc.co.uk/sport/cricket/60829069?at_medium=RSS&at_campaign=KARANGA,"England's leading Test wicket-taker James Anderson says he has ""made peace"" with being dropped for the West Indies tour."
Mickelson to miss Masters for first time in 28 years,"Mon, 21 Mar 2022 23:18:24 GMT",https://www.bbc.co.uk/sport/golf/60830084,https://www.bbc.co.uk/sport/golf/60830084?at_medium=RSS&at_campaign=KARANGA,Three-time champion Phil Mickelson is set to miss the Masters next month for the first time in 28 years.
"'What he said is very, very dangerous' - Sutton says Lampard may regret Everton criticism","Mon, 21 Mar 2022 21:33:30 GMT",https://www.bbc.co.uk/sport/football/60829600,https://www.bbc.co.uk/sport/football/60829600?at_medium=RSS&at_campaign=KARANGA,"Everton manager Frank Lampard may regret criticising his struggling squad and questioning their courage, says Premier League-winning striker Chris Sutton."
All England Badminton Championships: Malaysia's Lee Zii Jia records 372km/h backhand,"Mon, 21 Mar 2022 14:42:12 GMT",https://www.bbc.co.uk/sport/av/badminton/60826123,https://www.bbc.co.uk/sport/av/badminton/60826123?at_medium=RSS&at_campaign=KARANGA,Watch as Lee Zii Jia of Malaysia records a speed of 372km/h on his backhand point against Lakshya Sen of India in the All England Badminton Championships.
Mitchell & Walker-Peters earn England call-ups,"Mon, 21 Mar 2022 17:36:53 GMT",https://www.bbc.co.uk/sport/football/60827799,https://www.bbc.co.uk/sport/football/60827799?at_medium=RSS&at_campaign=KARANGA,Crystal Palace's Tyrick Mitchell and Southampton's Kyle Walker-Peters earn their first England senior call-ups.
Ashleigh Barty: World number one makes shock call to quit tennis,"Wed, 23 Mar 2022 05:45:52 GMT",https://www.bbc.co.uk/news/world-australia-60843870,https://www.bbc.co.uk/news/world-australia-60843870?at_medium=RSS&at_campaign=KARANGA,"Australian player Ashleigh Barty - aged only 25 - says she will retire to ""chase other dreams""."
P&O says it did not break law as £100k payouts revealed,"Wed, 23 Mar 2022 02:52:24 GMT",https://www.bbc.co.uk/news/business-60840467,https://www.bbc.co.uk/news/business-60840467?at_medium=RSS&at_campaign=KARANGA,The firm says it didn't break law over sackings as it shares details of £36.5m compensation plan.
Florida governor rejects transgender swimmer's win,"Tue, 22 Mar 2022 22:53:40 GMT",https://www.bbc.co.uk/sport/swimming/60842863,https://www.bbc.co.uk/sport/swimming/60842863?at_medium=RSS&at_campaign=KARANGA,Florida governor Ron DeSantis signs a proclamation recognising runner-up Emma Weyant as the winner of the highest US national college swimming title.
Evan Neumann: US Capitol riot suspect gets asylum in Belarus,"Wed, 23 Mar 2022 00:09:46 GMT",https://www.bbc.co.uk/news/world-us-canada-60843262,https://www.bbc.co.uk/news/world-us-canada-60843262?at_medium=RSS&at_campaign=KARANGA,Evan Neumann fled to Europe after being charged in connection with the 6 January riot.
Prince William and Raheem Sterling play football on Jamaica tour,"Wed, 23 Mar 2022 05:01:20 GMT",https://www.bbc.co.uk/news/uk-60843473,https://www.bbc.co.uk/news/uk-60843473?at_medium=RSS&at_campaign=KARANGA,The Duke and Duchess of Cambridge also visit Bob Marley's neighbourhood in Kingston.
"New Zealand scraps outdoor masking, some Covid vaccine mandates","Wed, 23 Mar 2022 03:22:44 GMT",https://www.bbc.co.uk/news/world-asia-60792824,https://www.bbc.co.uk/news/world-asia-60792824?at_medium=RSS&at_campaign=KARANGA,The country has had some of the world's toughest restrictions but these had led to angry protests.
Almost 400 migrants cross Channel on small boats,"Wed, 23 Mar 2022 00:59:21 GMT",https://www.bbc.co.uk/news/uk-60843470,https://www.bbc.co.uk/news/uk-60843470?at_medium=RSS&at_campaign=KARANGA,"A further 467 people were intercepted by French authorities attempting to cross, the Home Office says."
US rolls back Trump-era tariffs on UK steel,"Wed, 23 Mar 2022 02:56:53 GMT",https://www.bbc.co.uk/news/business-60839343,https://www.bbc.co.uk/news/business-60839343?at_medium=RSS&at_campaign=KARANGA,The deal follows similar agreements the US has reached with allies including the European Union.
Cabinet split over changing planning law to allow more wind farms,"Wed, 23 Mar 2022 02:58:55 GMT",https://www.bbc.co.uk/news/uk-politics-60837170,https://www.bbc.co.uk/news/uk-politics-60837170?at_medium=RSS&at_campaign=KARANGA,Ministers are preparing plans to produce more energy in England but are at odds over how to do it.
Anne Frank betrayal book pulled after findings discredited,"Wed, 23 Mar 2022 01:55:09 GMT",https://www.bbc.co.uk/news/world-europe-60843577,https://www.bbc.co.uk/news/world-europe-60843577?at_medium=RSS&at_campaign=KARANGA,The book claimed to have discovered who betrayed Anne Frank and her family to the Nazis.
China plane crash: Search and rescue operation halted by rain,"Wed, 23 Mar 2022 04:31:19 GMT",https://www.bbc.co.uk/news/world-asia-china-60792827,https://www.bbc.co.uk/news/world-asia-china-60792827?at_medium=RSS&at_campaign=KARANGA,Rescuers were scouring the crash site of flight MU5735 but have stopped due to landslide risk.
William Collins: Giant Sheffield memorial built without permission - council,"Tue, 22 Mar 2022 18:13:53 GMT",https://www.bbc.co.uk/news/uk-england-south-yorkshire-60838880,https://www.bbc.co.uk/news/uk-england-south-yorkshire-60838880?at_medium=RSS&at_campaign=KARANGA,"The memorial in a Sheffield cemetery features a solar-powered jukebox, several statues and CCTV."
A month in Ukraine: 'All normal life is gone',"Wed, 23 Mar 2022 00:32:28 GMT",https://www.bbc.co.uk/news/world-europe-60806156,https://www.bbc.co.uk/news/world-europe-60806156?at_medium=RSS&at_campaign=KARANGA,The BBC's Sarah Rainsford travelled around Ukraine as the war started and lives were shattered.
A bomb hit this theatre hiding hundreds - here's how one woman survived,"Tue, 22 Mar 2022 20:09:20 GMT",https://www.bbc.co.uk/news/world-europe-60835106,https://www.bbc.co.uk/news/world-europe-60835106?at_medium=RSS&at_campaign=KARANGA,"The BBC speaks to survivors of the Mariupol theatre attack, who describe for the first time what happened."
The hunt for superyachts of sanctioned Russian oligarchs,"Tue, 22 Mar 2022 14:37:01 GMT",https://www.bbc.co.uk/news/60739336,https://www.bbc.co.uk/news/60739336?at_medium=RSS&at_campaign=KARANGA,"Wealthy Russians sanctioned by the US, EU and UK are having to find places they can keep their assets safe."
How many Ukrainians have fled their homes and where have they gone?,"Tue, 22 Mar 2022 15:35:25 GMT",https://www.bbc.co.uk/news/world-60555472,https://www.bbc.co.uk/news/world-60555472?at_medium=RSS&at_campaign=KARANGA,The UN says 10 million people have now fled their homes since the Russian invasion of Ukraine.
Ukraine: The small town which managed to block Russia's big plans,"Tue, 22 Mar 2022 16:59:16 GMT",https://www.bbc.co.uk/news/world-europe-60840081,https://www.bbc.co.uk/news/world-europe-60840081?at_medium=RSS&at_campaign=KARANGA,"The mayor of Voznesensk hails the ""fighting spirit"" of local people who drove Russian troops back."
WATCH: Ukrainian sailing club protest superyacht linked to Abramovich in Turkey,"Tue, 22 Mar 2022 11:56:12 GMT",https://www.bbc.co.uk/news/world-europe-60836321,https://www.bbc.co.uk/news/world-europe-60836321?at_medium=RSS&at_campaign=KARANGA,A Ukrainian sailing team protest against the arrival of a superyacht linked to Roman Abramovich in Turkey.
The 3 Russian cyber-attacks the West most fears,"Tue, 22 Mar 2022 18:33:02 GMT",https://www.bbc.co.uk/news/technology-60841924,https://www.bbc.co.uk/news/technology-60841924?at_medium=RSS&at_campaign=KARANGA,US intelligence says Russia could launch cyber-attacks on the West. What is the worst-case scenario?
Ukraine war: Belarusian dissidents fight against Russia in Ukraine,"Tue, 22 Mar 2022 05:59:53 GMT",https://www.bbc.co.uk/news/world-europe-60827109,https://www.bbc.co.uk/news/world-europe-60827109?at_medium=RSS&at_campaign=KARANGA,Belarusian dissident Pavel Kulazhanka left his life in New York to join the fight against Russia.
The Papers: Sunak told to 'spike hike' while Mariupol turns to 'ashes',"Wed, 23 Mar 2022 04:50:07 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60842997,https://www.bbc.co.uk/news/blogs-the-papers-60842997?at_medium=RSS&at_campaign=KARANGA,The war in Ukraine and calls for Rishi Sunak to cut a National Insurance rise lead the papers.
Leicestershire boy with cerebral palsy learns to walk,"Wed, 23 Mar 2022 00:36:37 GMT",https://www.bbc.co.uk/news/uk-england-leicestershire-60779599,https://www.bbc.co.uk/news/uk-england-leicestershire-60779599?at_medium=RSS&at_campaign=KARANGA,Five-year-old Joey is taking steps after a life-changing operation and months of physiotherapy.
Laptop art: From Vans to Harry Styles,"Wed, 23 Mar 2022 00:25:46 GMT",https://www.bbc.co.uk/news/in-pictures-60592677,https://www.bbc.co.uk/news/in-pictures-60592677?at_medium=RSS&at_campaign=KARANGA,Photography student Thorsten Mjölnir captures the way students decorate their laptops.
CEO Secrets: 'Don't be trapped by your job title',"Wed, 23 Mar 2022 00:01:33 GMT",https://www.bbc.co.uk/news/business-60825156,https://www.bbc.co.uk/news/business-60825156?at_medium=RSS&at_campaign=KARANGA,"Roberta Lucca, co-founder of video games company Bossa Studios, shares her business advice for our CEO Secrets series."
Lockdown: How residents of London's Corona Road coped,"Wed, 23 Mar 2022 00:25:32 GMT",https://www.bbc.co.uk/news/uk-england-london-60841421,https://www.bbc.co.uk/news/uk-england-london-60841421?at_medium=RSS&at_campaign=KARANGA,Residents in one aptly named London street reflect on how their lives have changed over two years.
"Homes for Ukraine: 'It's sad, slow and frustrating'","Tue, 22 Mar 2022 18:21:54 GMT",https://www.bbc.co.uk/news/uk-60840808,https://www.bbc.co.uk/news/uk-60840808?at_medium=RSS&at_campaign=KARANGA,"Families desperate to host Ukrainians in need call for the process to be quicker, with less red tape."
Driver in pick-up truck flipped by Texas tornado,"Tue, 22 Mar 2022 17:20:24 GMT",https://www.bbc.co.uk/news/world-us-canada-60799661,https://www.bbc.co.uk/news/world-us-canada-60799661?at_medium=RSS&at_campaign=KARANGA,Watch the moment the vehicle is tossed in the air by the twister as storms swept across Texas.
'What a goal!' Young goalkeeper scores amazing long-range winner,"Tue, 22 Mar 2022 10:20:07 GMT",https://www.bbc.co.uk/news/uk-england-nottinghamshire-60834496,https://www.bbc.co.uk/news/uk-england-nottinghamshire-60834496?at_medium=RSS&at_campaign=KARANGA,A video of Charlie Clarke scoring from inside his own half is watched more than a million times.
Is Rishi Sunak a tax-cutter?,"Wed, 23 Mar 2022 01:55:02 GMT",https://www.bbc.co.uk/news/uk-politics-60840031,https://www.bbc.co.uk/news/uk-politics-60840031?at_medium=RSS&at_campaign=KARANGA,The chancellor says he wants to cut taxes - but figures how taxes have risen under his watch.
Teamsters: A sleeping American giant now spoiling for a fight,"Wed, 23 Mar 2022 00:15:29 GMT",https://www.bbc.co.uk/news/world-us-canada-60818241,https://www.bbc.co.uk/news/world-us-canada-60818241?at_medium=RSS&at_campaign=KARANGA,Teamsters were once known for Jimmy Hoffa and ties to the mob. Their new boss wants to take on Amazon.
When will free Covid tests end across the UK and can I buy LFTs?,"Tue, 22 Mar 2022 10:47:42 GMT",https://www.bbc.co.uk/news/health-51943612,https://www.bbc.co.uk/news/health-51943612?at_medium=RSS&at_campaign=KARANGA,"Most free Covid tests will soon be scrapped in England, but will remain in Scotland and Wales."
Oscars 2022: 18 bitesize facts about this year's nominees,"Wed, 23 Mar 2022 00:28:02 GMT",https://www.bbc.co.uk/news/entertainment-arts-59984120,https://www.bbc.co.uk/news/entertainment-arts-59984120?at_medium=RSS&at_campaign=KARANGA,A round-up of quirky facts and possible record breakers ahead of Sunday's Academy Awards.
Heat pumps: How do they work and how do I get one?,"Tue, 22 Mar 2022 11:38:31 GMT",https://www.bbc.co.uk/news/science-environment-57159056,https://www.bbc.co.uk/news/science-environment-57159056?at_medium=RSS&at_campaign=KARANGA,The government's grant support scheme for replacing gas boilers with heat pumps begins in April.
The Russians trapped on a Thai island as war rages in Ukraine,"Wed, 23 Mar 2022 00:18:58 GMT",https://www.bbc.co.uk/news/world-asia-60818869,https://www.bbc.co.uk/news/world-asia-60818869?at_medium=RSS&at_campaign=KARANGA,"Thousands of Russian and Ukrainian tourists are stuck in Phuket, unable to go home."
When and where can I ride an e-scooter legally?,"Tue, 22 Mar 2022 15:02:04 GMT",https://www.bbc.co.uk/news/uk-48106617,https://www.bbc.co.uk/news/uk-48106617?at_medium=RSS&at_campaign=KARANGA,London is the latest UK city to trial e-scooters - which the government hopes will be a more environmentally-friendly way to travel.
Coronavirus: Where does the government borrow billions from?,"Tue, 22 Mar 2022 14:41:58 GMT",https://www.bbc.co.uk/news/business-50504151,https://www.bbc.co.uk/news/business-50504151?at_medium=RSS&at_campaign=KARANGA,"How does it work when a government wants to borrow money, and when does it have to pay it back?"
What are the UK's remaining Covid restrictions?,"Tue, 22 Mar 2022 13:18:20 GMT",https://www.bbc.co.uk/news/explainers-52530518,https://www.bbc.co.uk/news/explainers-52530518?at_medium=RSS&at_campaign=KARANGA,Almost all of the UK's Covid rules will have ended if Wales lifts restrictions as planned.
Liverpool and Manchester mayors want FA Cup semi-final switched from Wembley,"Tue, 22 Mar 2022 19:24:57 GMT",https://www.bbc.co.uk/sport/football/60842200,https://www.bbc.co.uk/sport/football/60842200?at_medium=RSS&at_campaign=KARANGA,"The FA Cup semi-final between Liverpool and Manchester City should be moved from Wembley, say the mayors of both cities."
Ricketts family offers to meet Chelsea fans amid criticism of potential ownership,"Tue, 22 Mar 2022 22:12:44 GMT",https://www.bbc.co.uk/sport/football/60830090,https://www.bbc.co.uk/sport/football/60830090?at_medium=RSS&at_campaign=KARANGA,"The Ricketts family, which is aiming to buy Chelsea, says it will meet fans to allay concerns about its potential ownership."
Rafael Nadal out for up to six weeks with rib injury,"Tue, 22 Mar 2022 15:13:43 GMT",https://www.bbc.co.uk/sport/tennis/60817261,https://www.bbc.co.uk/sport/tennis/60817261?at_medium=RSS&at_campaign=KARANGA,"Rafael Nadal is ruled out for between four and six weeks because of a stress fracture of the rib, with the French Open starting on 22 May."
Roy given suspended two-match ban and fine after ECB hearing,"Tue, 22 Mar 2022 16:26:54 GMT",https://www.bbc.co.uk/sport/cricket/60839423,https://www.bbc.co.uk/sport/cricket/60839423?at_medium=RSS&at_campaign=KARANGA,"England batter Jason Roy receives a suspended two-match international ban and is fined £2,500 following a disciplinary hearing."
Barca come from behind to beat Real and take Women's Champions League first-leg advantage,"Tue, 22 Mar 2022 22:00:19 GMT",https://www.bbc.co.uk/sport/football/60840604,https://www.bbc.co.uk/sport/football/60840604?at_medium=RSS&at_campaign=KARANGA,Barcelona score two late goals as they come from behind to beat rivals Real Madrid and take the first-leg advantage in their Champions League quarter-final tie.
Pogba's World Cup medal was stolen in burglary,"Tue, 22 Mar 2022 23:45:32 GMT",https://www.bbc.co.uk/sport/football/60843380,https://www.bbc.co.uk/sport/football/60843380?at_medium=RSS&at_campaign=KARANGA,Manchester United midfielder Paul Pogba says burglars stole his World Cup winner's medal when they broke into his home.
Chancellor Rishi Sunak to deliver Spring Statement amid price pressures,"Wed, 23 Mar 2022 00:24:44 GMT",https://www.bbc.co.uk/news/uk-politics-60838493,https://www.bbc.co.uk/news/uk-politics-60838493?at_medium=RSS&at_campaign=KARANGA,The chancellor will give his economic update to the Commons as the cost of living crisis continues.
How could the Chancellor's plans affect you?,"Mon, 21 Mar 2022 14:02:58 GMT",https://www.bbc.co.uk/news/business-60819205,https://www.bbc.co.uk/news/business-60819205?at_medium=RSS&at_campaign=KARANGA,The Ukraine war and rising living prices means Rishi Sunak faces pressure to take fresh action to help.
Cost of living: 'It feels like I'm being priced out of existence',"Tue, 22 Mar 2022 12:42:18 GMT",https://www.bbc.co.uk/news/uk-60820705,https://www.bbc.co.uk/news/uk-60820705?at_medium=RSS&at_campaign=KARANGA,Some disabled people say they are switching off their heating to cope with spiralling energy bills.
Cost of living: Calls for targeted help to cut energy bills,"Fri, 18 Mar 2022 22:42:40 GMT",https://www.bbc.co.uk/news/business-60796131,https://www.bbc.co.uk/news/business-60796131?at_medium=RSS&at_campaign=KARANGA,"Millions of people may have to spend less on food and clothing to afford higher bills, an energy boss says."
Spring Statement: Rishi Sunak seeks to combat cost-of-living squeeze,"Wed, 23 Mar 2022 23:05:03 GMT",https://www.bbc.co.uk/news/uk-politics-60848315,https://www.bbc.co.uk/news/uk-politics-60848315?at_medium=RSS&at_campaign=KARANGA,The chancellor cuts fuel duty and eases National Insurance rise but soaring prices threaten tough times.
Western leaders to unite for Ukraine,"Thu, 24 Mar 2022 04:31:13 GMT",https://www.bbc.co.uk/news/world-europe-60849917,https://www.bbc.co.uk/news/world-europe-60849917?at_medium=RSS&at_campaign=KARANGA,"President Joe Biden joins leaders of Nato, the EU and G7 in response to the invasion of Ukraine."
Prince William expresses 'profound sorrow' over slavery in Jamaica speech,"Thu, 24 Mar 2022 04:01:18 GMT",https://www.bbc.co.uk/news/uk-60856763,https://www.bbc.co.uk/news/uk-60856763?at_medium=RSS&at_campaign=KARANGA,"The Duke of Cambridge condemns the slave trade, saying it ""forever stains"" the UK's history."
Ashleigh Barty: Retiring world number one says 'wait and see' on plans,"Thu, 24 Mar 2022 05:43:39 GMT",https://www.bbc.co.uk/news/world-australia-60857013,https://www.bbc.co.uk/news/world-australia-60857013?at_medium=RSS&at_campaign=KARANGA,"World number one Ashleigh Barty tells people to ""wait and see"" about her next move following her shock retirement at the age of 25."
Ukraine war: Russian journalist Oksana Baulina killed in Kyiv shelling,"Wed, 23 Mar 2022 20:53:54 GMT",https://www.bbc.co.uk/news/world-europe-60855732,https://www.bbc.co.uk/news/world-europe-60855732?at_medium=RSS&at_campaign=KARANGA,Oksana Baulina died while filming destruction caused by Russian shelling in a Kyiv neighbourhood.
China plane crash: Human remains found amid wreckage,"Thu, 24 Mar 2022 03:54:16 GMT",https://www.bbc.co.uk/news/world-asia-china-60856854,https://www.bbc.co.uk/news/world-asia-china-60856854?at_medium=RSS&at_campaign=KARANGA,"The China Eastern plane was carrying 132 people, and there has been no sign of survivors so far."
Jeffrey Epstein's private islands put up for sale,"Thu, 24 Mar 2022 05:09:29 GMT",https://www.bbc.co.uk/news/business-60856925,https://www.bbc.co.uk/news/business-60856925?at_medium=RSS&at_campaign=KARANGA,The financier was accused of sexually abusing girls on one of the two Caribbean islands on sale.
Ukraine war: Fortnite owner Epic Games raises £37m for humanitarian efforts,"Thu, 24 Mar 2022 00:48:21 GMT",https://www.bbc.co.uk/news/technology-60850729,https://www.bbc.co.uk/news/technology-60850729?at_medium=RSS&at_campaign=KARANGA,"Video game developers, publishers and players come together to raise millions for Ukraine."
Madeleine Albright: First female US secretary of state dies,"Wed, 23 Mar 2022 21:04:19 GMT",https://www.bbc.co.uk/news/world-us-canada-60855139,https://www.bbc.co.uk/news/world-us-canada-60855139?at_medium=RSS&at_campaign=KARANGA,Tributes are paid to the Czech immigrant who was the first woman to become the top US diplomat.
Doubt over PM claim that P&O sackings may be illegal,"Wed, 23 Mar 2022 20:46:00 GMT",https://www.bbc.co.uk/news/business-60849957,https://www.bbc.co.uk/news/business-60849957?at_medium=RSS&at_campaign=KARANGA,There is doubt over a Boris Johnson claim that P&O Ferries may have broken a law by sacking 800 staff suddenly.
"Boris Becker offered his wedding ring to pay debts, court told","Wed, 23 Mar 2022 16:50:20 GMT",https://www.bbc.co.uk/news/uk-60847940,https://www.bbc.co.uk/news/uk-60847940?at_medium=RSS&at_campaign=KARANGA,"The former tennis star, who was declared bankrupt in 2017, is accused of failing to hand over assets."
Julian Assange: Wikileaks founder gets married in Belmarsh prison,"Wed, 23 Mar 2022 17:46:35 GMT",https://www.bbc.co.uk/news/uk-60852832,https://www.bbc.co.uk/news/uk-60852832?at_medium=RSS&at_campaign=KARANGA,The Wikileaks founder is being held in the high-security prison while the US seeks to extradite him.
"Orchards vanishing from the landscape, says National Trust","Thu, 24 Mar 2022 00:50:24 GMT",https://www.bbc.co.uk/news/science-environment-60834796,https://www.bbc.co.uk/news/science-environment-60834796?at_medium=RSS&at_campaign=KARANGA,"Orchards are in big decline, with an area the size of the Isle of Wight lost since 1900, research finds."
Ukraine war: BBC World Service granted extra funding,"Wed, 23 Mar 2022 22:44:17 GMT",https://www.bbc.co.uk/news/uk-60852833,https://www.bbc.co.uk/news/uk-60852833?at_medium=RSS&at_campaign=KARANGA,The government grants more than £4m to the World Service to help fight Russian disinformation.
How Rishi Sunak's Spring Statement will affect you,"Wed, 23 Mar 2022 15:35:00 GMT",https://www.bbc.co.uk/news/business-60819205,https://www.bbc.co.uk/news/business-60819205?at_medium=RSS&at_campaign=KARANGA,"Surging prices, National Insurance changes and fuel duty cuts - the impact on your finances explained."
How much is fuel duty and what will the cut on petrol save you?,"Wed, 23 Mar 2022 14:03:27 GMT",https://www.bbc.co.uk/news/business-52188448,https://www.bbc.co.uk/news/business-52188448?at_medium=RSS&at_campaign=KARANGA,UK fuel prices are at record highs and there are calls for the government to act.
Spring Statement: Key points at a glance,"Wed, 23 Mar 2022 18:31:51 GMT",https://www.bbc.co.uk/news/business-60849054,https://www.bbc.co.uk/news/business-60849054?at_medium=RSS&at_campaign=KARANGA,The chancellor laid out his Spring Statement amid a cost of living squeeze. Here's what you should know.
BBC editors react to Sunak's 2022 Spring Statement,"Wed, 23 Mar 2022 15:00:20 GMT",https://www.bbc.co.uk/news/uk-politics-60838862,https://www.bbc.co.uk/news/uk-politics-60838862?at_medium=RSS&at_campaign=KARANGA,"Laura Kuenssberg, Faisal Islam and Simon Jack review the headlines and reaction to the chancellor's update on the UK economy."
People face biggest drop in living standards since 1956,"Wed, 23 Mar 2022 18:21:18 GMT",https://www.bbc.co.uk/news/business-60846951,https://www.bbc.co.uk/news/business-60846951?at_medium=RSS&at_campaign=KARANGA,"Wages will lag soaring prices meaning the biggest drop in standards since 1956, says the OBR."
What is the UK's inflation rate and why is the cost of living going up?,"Wed, 23 Mar 2022 17:40:17 GMT",https://www.bbc.co.uk/news/business-12196322,https://www.bbc.co.uk/news/business-12196322?at_medium=RSS&at_campaign=KARANGA,UK inflation is rising at its fastest rate for 30 years and the government's forecaster predicts it could climb to a 40-year high.
Is Rishi Sunak a tax-cutter?,"Wed, 23 Mar 2022 01:55:02 GMT",https://www.bbc.co.uk/news/uk-politics-60840031,https://www.bbc.co.uk/news/uk-politics-60840031?at_medium=RSS&at_campaign=KARANGA,The chancellor says he wants to cut taxes - but figures show how taxes have risen under his watch.
The Papers: 'No heat to eat' as 'Sunak told: slash more taxes',"Wed, 23 Mar 2022 23:24:23 GMT",https://www.bbc.co.uk/news/blogs-the-papers-60856333,https://www.bbc.co.uk/news/blogs-the-papers-60856333?at_medium=RSS&at_campaign=KARANGA,Thursday's front pages respond to Chancellor Rishi Sunak's Spring Statement.
Small business owners: 'We're taking the hit',"Thu, 24 Mar 2022 00:18:12 GMT",https://www.bbc.co.uk/news/business-60852962,https://www.bbc.co.uk/news/business-60852962?at_medium=RSS&at_campaign=KARANGA,Many entrepreneurs are struggling to balance soaring costs and keep their businesses profitable.
War in Ukraine: 'Pets are getting left at train stations',"Wed, 23 Mar 2022 10:27:59 GMT",https://www.bbc.co.uk/news/world-europe-60848142,https://www.bbc.co.uk/news/world-europe-60848142?at_medium=RSS&at_campaign=KARANGA,A photographer from the UK travels to western Ukraine to rescue pets displaced by war.
"Plans for giant, lit-up dome approved for Olympics site","Wed, 23 Mar 2022 15:10:18 GMT",https://www.bbc.co.uk/news/uk-england-london-60848732,https://www.bbc.co.uk/news/uk-england-london-60848732?at_medium=RSS&at_campaign=KARANGA,The controversial sphere will be covered in lights and become one of London's biggest music venues.
Spring Statement: One family's cost of living experience,"Wed, 23 Mar 2022 18:15:15 GMT",https://www.bbc.co.uk/news/uk-60855084,https://www.bbc.co.uk/news/uk-60855084?at_medium=RSS&at_campaign=KARANGA,"The Fords are a busy family and, like many, they’ve noticed the impact of rising prices."
Goldman Sachs boss David Solomon set to DJ Lollapalooza,"Thu, 24 Mar 2022 01:26:47 GMT",https://www.bbc.co.uk/news/business-60854153,https://www.bbc.co.uk/news/business-60854153?at_medium=RSS&at_campaign=KARANGA,US investment banker David Solomon will play Lollapalooza in Chicago alongside acts like Metallica.
Taliban schools U-turn 'a devastating day' for Afghan girls - Malala Yousafzai,"Wed, 23 Mar 2022 17:24:33 GMT",https://www.bbc.co.uk/news/world-asia-60853162,https://www.bbc.co.uk/news/world-asia-60853162?at_medium=RSS&at_campaign=KARANGA,"The Taliban’s U-turn on girls' high schools is heartbreaking, the Nobel Peace Prize laureate says."
'I was shocked to find out I now have four kidneys',"Wed, 23 Mar 2022 06:12:57 GMT",https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-60823397,https://www.bbc.co.uk/news/uk-scotland-edinburgh-east-fife-60823397?at_medium=RSS&at_campaign=KARANGA,Transplant patient Stuart Middleton has both his kidneys - along with two he received from donors.
